PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hclinic_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
268973,01-APR-13,31-MAR-14,As Submitted,4,FARMINGTON CLINIC COMPANY LLC,1101 WEBER RD SUITE 302,,FARMINGTON,MO,63640,ST FRANCOIS
268974,01-APR-09,31-MAR-10,As Submitted,4,MINERAL AREA DOCTORS CLINIC,1103 WEBER ROAD SUITE 202,,FARMINGTON,MO,63640,ST. FRANCOIS
268975,01-JUL-12,26-SEP-12,As Submitted,1,MERCY CLINIC EAST COMMUNITIES OF STE,520 PINE STREET,,STEELVILLE,MO,65565,CRAWFORD
268977,01-JAN-13,31-DEC-13,As Submitted,5,COMMUNITY HEALTH PARTNERS  LLP,510 E GAY STREET  SUITE A,,WARRENSBURG,MO,64093,JOHNSON
268979,01-JUL-12,30-JUN-13,As Submitted,1,MERCY CLINIC EAST COMMUNITIES SULLIV,101 PROGRESS DRIVE,,SULLIVAN,MO,63080,CRAWFORD
268980,01-JAN-13,31-DEC-13,As Submitted,5,COMPREHENSIVE FAMILY HEALTH CARE LLC,32 W MISSOURI,,BENTON,MO,63736,SCOTT
268981,01-JUL-12,30-JUN-13,As Submitted,2,IMMEDIATE CONVENIENT CARE-PERRYVILLE,1508 EDGEMONT BLVD,,PERRYVILLE,MO,63775,PERRY
268982,01-FEB-10,31-JAN-11,Settled,4,OZARK FAMILY MEDICAL WALK-IN CLINIC,1500 W STATE HIGHWAY J,,OZARK,MO,65721,CHRISTIAN
268983,01-JAN-13,31-DEC-13,As Submitted,6,PHYSICIANS GROUP LC- CENTRALIA  FHC,1021 E. HIGHWAY 22,,CENTRALIA,MO,65240-1183,BOONE
268984,01-JUL-12,30-JUN-13,As Submitted,1,MERCY CLINIC EAST COMMUNITIES OF BOU,125 N. OLD HWY 66,,BOURBON,MO,65441,CRAWFORD
268985,01-JAN-13,31-DEC-13,As Submitted,6,PHYSICIANS GROUP LC- BOONE CONV CARE,1600 NORTH MORLEY SUITE A120,,MOBERLY,MO,65270-3666,RANDOLPH
268986,01-JUL-12,30-JUN-13,As Submitted,1,MERCY CLINIC EAST COMMUNITIES CUBA,301 THERESA STREET,,CUBA,MO,65541,CRAWFORD
268987,01-JAN-13,31-DEC-13,As Submitted,1,PCRMC MEDICAL GROUP INC,1050 WEST TENTH STREET SUITE 510,,ROLLA,MO,65401-2905,PHELPS
268988,01-JAN-12,31-DEC-12,As Submitted,3,ADVANCE MEDICAL CLINIC,103 SOUTH OAK STREET,,ADVANCE,MO,63730,STODDARD
268989,01-JAN-10,31-DEC-10,Settled,4,BATES COUNTY MEDICAL CLINIC INC,615 W NURSERY STREET,,BUTLER,MO,647300000,BATES
268990,01-JUL-12,30-JUN-13,As Submitted,1,MERCY CLINIC-WILLOW SPRINGS,1202 E. MAIN,,WILLOW SPRINGS,MO,65793,HOWELL
268991,01-JAN-13,31-DEC-13,As Submitted,1,HALLSVILLE AREA FAMILY CLINIC,501 NORTH ROUTE B,,HALLSVILLE,MO,65255,BOONE
268992,01-JAN-13,31-DEC-13,As Submitted,4,FAMILY HEALTH  INC.,209 WEST MORRISON STREET,,FAYETTE,MO,65248,HOWARD
268993,01-JAN-12,31-DEC-12,Settled,4,FAMILY FIRST MEDICAL CENTER,1226 LINN STREET,,SIKESTON,MO,63801,SCOTT
268994,01-JAN-12,31-OCT-12,Settled,6,BONNE TERRE HEALTH CLINIC,55 NESBIT DRIVE,,BONNE TERRE,MO,63628,ST. FRANCOIS
268996,01-JAN-13,31-DEC-13,As Submitted,6,PROFESSIONAL CLINICS LLC,624 OLD ST MARY S ROAD STE A,,PERRYVILLE,MO,63775,PERRY
268997,01-JAN-10,30-SEP-10,Settled,5,MIDWEST HEALTH GROUP CONVENIENT CARE,507 WEST PINE STREET,,FARMINGTON,MO,63640,ST FRANCIS
268998,01-JAN-11,01-APR-11,Settled,4,CRENSHAW FAMILY PRACTICE CLINIC  PC,133 EAST MAIN STREET,,KAHOKA,MO,63445,CLARK
268999,01-JAN-13,31-DEC-13,As Submitted,6,LAKES AREA MEDICAL CLINIC,11016 E STATE HWY 76,,BRANSON WEST,MO,65737,STONE
271801,01-JAN-13,31-DEC-13,As Submitted,11,YELLOWSTONE CITY-COUNTY HEALTH DEPT,123 SOUTH 27TH STREET,,BILLINGS,MT,59101,YELLOWSTONE
271802,01-FEB-13,31-JAN-14,As Submitted,1,BUTTE SILVER BOW PRIMARY HCC INC.,445 CENTENNIAL AVENUE,,BUTTE,MT,59701,SILVER BOW
271803,01-JUL-12,30-JUN-13,Settled,1,PARTNERSHIP HEALTH CENTER  INC.,323 W. ALDER STREET,,MISSOULA,MT,59802,MISSOULA
271804,01-OCT-12,30-SEP-13,As Submitted,4,HELENA INDIAN ALLIANCE,501 EUCLID AVE.,,HELENA,MT,59601-2865,LEWIS AND CLARK
271806,01-OCT-11,30-SEP-12,Settled,,INDIAN HEALTH BOARD OF BILLINGS INC,1127M ALDERSON AVENUE STE 1,,BILLINGS,MT,53102,YELLOWSTONE
271807,01-OCT-11,30-SEP-12,Settled,7,N. AMERICAN INDIAN ALLIANCE - BUTTE,55 E. GALENA STREET,,BUTTE,MT,59701,SILVER BOW
271808,01-OCT-12,30-SEP-13,As Submitted,1,ROCKY BOY HEALTH BOARD,R R 1 BOX 664,,BOX ELDER,MT,59521,HILL
271809,01-JUL-12,30-JUN-13,As Submitted,9,COOPERATIVE HEALTH CENTER,1930 9TH AVENUE,,HELENA,MT,59601,LEWIS & CLARK
271810,01-OCT-12,30-SEP-13,As Submitted,6,CONFEDERATED SALISH AND KOOTENAI TRI,308 MISSION DRIVE,,ST. IGNATIUS,MT,59865,LAKE
271811,01-JUL-12,30-JUN-13,As Submitted,,COMMUNITY HEALTH CARE CENTER  INC.,115 4TH STREET SOUTH,,GREAT FALLS,MT,59401,CASCADE
271812,01-JUL-12,30-JUN-13,As Submitted,1,COMMUNITY HEALTH PARTNER INC.,126 S MAIN STREET,,LIVINGSTON,MT,59047,PARK
271814,01-MAR-13,28-FEB-14,As Submitted,1,LINCOLN COUNTY COMMUNITY HEALTH CNT,320 EAST SECOND STREET,,LIBBY,MT,59923,LINCOLN
271815,01-OCT-12,30-SEP-13,As Submitted,4,INDIAN FAMILY HEALTH CLINIC,1220 CENTRAL AVENUE  SUITE B,,GREAT FALLS,MT,59401,CASCADE
271816,01-JAN-13,31-DEC-13,As Submitted,1,ASHLAND COMMUNITY HEALTH CENTER,501 MAIN,,ASHLAND,MT,59003,ROSEBUD
271818,01-JUL-12,30-JUN-13,As Submitted,2,SWEET MEDICAL CENTER  INC.,419 PENNSYLVANIA ST,,CHINOOK,MT,59523,BLAINE
271823,01-JUN-12,31-MAY-13,As Submitted,3,GLACIER COMMUNITY HEALTH CENTER  INC,519 EAST MAIN STREET,,CUT BANK,MT,59427,GLACIER
271824,01-JUL-12,30-JUN-13,As Submitted,1,CUSTER COUNTY COMMUNITY HEALTH CENTE,210 S. WINCHESTER,,MILES CITY,MT,59301,CUSTER
271825,01-JUL-12,30-JUN-13,Settled,1,MARIAS HEALTHCARE SERVICES INC,670 PARK AVENUE,,SHELBY,MT,59474,TOOLE
271831,01-JUL-12,30-JUN-13,As Submitted,4,BULLHOOK COMMUNITY HEALTH CENTER,110 13TH STREET,,HAVRE,MT,59501,HILL
271837,01-JAN-13,31-DEC-13,As Submitted,1,CENTRAL MONTANA COMMUNITY HEALTH CTR,406 1ST AVENUE SOUTH,,LEWISTOWN,MT,59457,FERGUS
271838,01-JUL-12,30-JUN-13,As Submitted,2,FLATHEAD COMMUNITY HEALTH CENTER,1035 1ST AVENUE WEST,,KALISPELL,MT,59901,FLATHEAD
271847,14-SEP-12,30-APR-13,Settled,1,BIGHORN VALLEY HEALTH CENTER,10 WEST 4TH STREET  SUITE B,,HARDIN,MT,59034,BIGHORN
273803,01-JUN-12,31-MAY-13,As Submitted,1,POWDER RIVER MEDICAL,507 NORTH LINCOLN AVENUE,,BROADUS,MT,59317,POWDER RIVER
273817,01-JAN-13,31-DEC-13,As Submitted,1,BOULDER MEDICAL CELINIC,214 S MAIN,,BOULDER,MT,59632,JEFFERSON COUNTY
273818,01-JUL-10,30-JUN-11,Settled,1,BASIN MEDICAL CENTER,408 WENDELL AVE,,LEWISTOWN,MT,59457,JUDITH BASIN
273821,01-JAN-10,31-DEC-10,Settled,5,GREAT FALLS CLINIC-CHOTEAU SITE,1400 29TH STREET SOUTH,,GREAT FALLS,MT,59405,CASCADE
273824,01-JAN-13,31-DEC-13,As Submitted,3,THREE RIVERS CLINIC  INC,16 RAILWAY AVE,,THREE FORKS,MT,59752,GALLATIN
273826,01-JAN-13,31-DEC-13,As Submitted,5,LIBBY CLINIC,221 E 2ND STREET,,LIBBY,MT,59923,LINCOLN
273827,01-JAN-10,31-DEC-10,Settled,4,MANHATTAN MEDICAL SERVICES,207 SOUTH 6TH STREET,,MANHATTAN,MT,59741,GALLATIN
273828,01-JAN-13,31-DEC-13,As Submitted,3,RANDY J LOVELL DO PC,907 MAIN STREET,,THONPSON FALLS,MT,59873,LEVI
273829,01-JAN-13,31-DEC-13,As Submitted,4,RAVALLI FAMILY MEDICINE,411 WEST MAIN,,HAMILTON,MT,59840,RAVALLI
281801,01-SEP-12,31-AUG-13,As Submitted,1,CHARLES DREW HEALTH CENTER  INC.,2915 GRANT STREET,,OMAHA,NE,68111,DOUGLAS
281803,01-JUL-11,30-JUN-12,Settled,1,COMMUNITY ACTION PARTNERSHIP OF W NE,3350 10TH STREET,,GERING,NE,69341,SCOTTS BLUFF
281804,01-OCT-12,30-SEP-13,As Submitted,1,NE URBAN INDIAN HEALTH COALITION,2331 FAIRFIELD STREET,,LINCOLN,NE,68521,LANCASTER
281807,01-MAR-13,28-FEB-14,As Submitted,1,ONEWORLD COMMUNITY HEALTH CENTERS,4920 SOUTH 30TH STREET  STE 103,,OMAHA,NE,68107,DOUGLAS
281808,01-JAN-13,31-DEC-13,As Submitted,1,GOOD NEIGHBOR COMMUNITY HLTH CENTER,2282 E 32ND STREET,,COLUMBUS,NE,68601,PLATTE
281809,01-JAN-13,31-DEC-13,As Submitted,1,PEOPLE S HEALTH CENTER,1021 NORTH 27TH STREET,,LINCOLN,NE,68503,LANCASTER
281812,01-JAN-13,31-DEC-13,As Submitted,2,NORFOLK COMMUNITY HEALTH CARE CLINIC,110 N 16TH STREET,,NORFOLK,NE,68701-3645,MADISON
281814,01-MAR-13,28-FEB-14,Settled,2,LIBERTY ELEMENTARY,2021 SAINT MARY AVE,,OMAHA,NE,68102-2415,DOUGLAS
281815,01-MAR-13,28-FEB-14,Settled,1,INDIAN HILLS ELEMENTARY,3121 U STREET,,OMAHA,NE,68107-3378,DOUGLAS
281816,01-MAR-13,28-FEB-14,Settled,2,SPRING LAKE ELEMENTARY,4215 SOUTH 20TH ST,,OMAHA,NE,68107-2018,DOUGLAS
281819,29-AUG-12,31-AUG-13,Settled,2,CHARLES DREW HEALTH CENTER,3775 CURTIS AVE,,OMAHA,NE,68104-1169,DOUGLAS
281820,29-AUG-12,31-AUG-13,Settled,2,CHARLES DREW HEALTH CENTER,8204 CROWN POINT AVE,,OMAHA,NE,68134-1922,DOUGLAS
281821,29-AUG-12,31-AUG-13,Settled,2,CHARLES DREW HEALTH CENTER,3720 FLORENCE BLVD,,OMAHA,NE,68110-1737,DOUGLAS
281822,29-AUG-12,31-AUG-13,Settled,2,CHARLES DREW HEALTH CENTER,1131 N 24TH ST,,OMAHA,NE,68108-3415,DOUGLAS
281823,30-NOV-12,31-AUG-13,Settled,2,CHARLES DREW HEALTH CENTER,600 S 27TH ST,,OMAHA,NE,68105-1502,DOUGLAS
281824,30-NOV-12,31-AUG-13,Settled,2,CHARLES DREW HEALTH CENTER,5100 FLORENCE BLVD,,OMAHA,NE,68110-5346,DOUGLAS
281825,30-NOV-12,31-AUG-13,Settled,2,CHARLES DREW HEALTH CENTER,3600 N 24TH,,OAMHA,NE,68111-1872,DOUGLAS
281826,30-NOV-12,31-AUG-13,Settled,2,CHARLES DREW HEALTH CENTER,5904 HENNIGER AVE,,OMAHA,NE,68183-0001,DOUGLAS
281827,12-APR-13,28-FEB-14,As Submitted,1,ONEWORLD COMMUNITY HEALTH CENTERS,4001 LEAVENWORTH,,OMAHA,NE,68105,USA
281828,12-APR-13,28-FEB-14,As Submitted,1,ONEWORLD COMMUNITY HEALTH CENTERS,4330 SOUTH 30TH STREET,,OMAHA,NE,68107-1521,USA
281829,17-APR-13,28-FEB-14,As Submitted,1,ONEWORLD COMMUNITY HEALTH CENTERS,4101 SOUTH 120TH ST,,OMAHA,NE,68137,USA
281830,12-APR-13,28-FEB-14,As Submitted,1,ONEWORLD COMMUNITY HEALTH CENTERS,4910 SOUTH 30TH STREET,,OMAHA,NE,68107-1519,USA
281831,07-NOV-13,28-FEB-14,Settled,,BRYAN HIGH SCHOOL,4700 GILES RD,,OMAHA,NE,68157,SARPY
283813,01-JUL-12,30-JUN-13,As Submitted,1,MAIN STREET MEDICAL CLINIC,1406 Q STREET,,FRANKLIN,NE,68939,FRANKLIN
283819,01-JAN-11,31-DEC-11,Settled,4,STROMSBURG & EXETER MEDICAL CLINICS,208 COMMERICAL STREET,,STROMSBURG,NE,68666,POLK
283821,01-JAN-13,31-DEC-13,As Submitted,1,RWPC - MORRILL CLINIC,301 CENTER AVE,,MORRILL,NE,69358,SCOTTS BLUFF
283826,01-NOV-11,31-OCT-12,As Submitted,4,THE FAIRBURY CLINIC PC,825 22ND STREET,,FAIRBURY,NE,68352,JEFFERSON
283832,01-JAN-13,31-DEC-13,Settled,1,BRADY RURAL HEALTH CLINIC,114 N. MAIN ST.,,BRADY,NE,69123,LINCOLN
283836,01-JAN-13,31-DEC-13,As Submitted,4,BURWELL FAMILY PRACTICE PC,410 S 8TH AVENUE,,BURWELL,NE,68823,GARFIELD
283844,01-JAN-13,31-DEC-13,As Submitted,4,FILLMORE COUNTY MEDICAL CENTER,1323 H STREET,,GENEVA,NE,68361,FILLMORE
283846,01-JUN-12,31-MAY-13,As Submitted,4,FRIEND MEDICAL CENTER PC,1210 2ND STREET,,FRIEND,NE,68359-0227,SALINE
283847,01-JAN-13,31-DEC-13,As Submitted,4,LONE TREE MEDICAL ASSOCIATES PC,2510 18TH AVENUE,,CENTRAL CITY,NE,68826,MERRICK
283857,01-JUL-12,30-JUN-13,As Submitted,4,SALINE MEDICAL SPECIALISTS,969 E HIGHWAY 33,,CRETE,NE,68333,SALINE
283859,01-JUL-12,30-JUN-13,As Submitted,4,NEBRASKA CITY MEDICAL CLINIC,1700 14TH AVENUE,,NEBRASKA CITY,NE,68410-1146,OTOE
283860,01-JAN-11,31-DEC-11,As Submitted,1,SIDNEY MEDICAL ASSOCIATES,1625 DORWART DRIVE,,SIDNEY,NE,69162,CHEYENNE
283863,01-OCT-12,30-SEP-13,As Submitted,4,ST EDWARD MEDICAL CLINIC,1102 WATER ST,,ST EDWARD,NE,68660,BOONE
283867,01-JAN-13,31-DEC-13,As Submitted,4,GREATER SANDHILLS FAMILY HEALTHCARE,418 E 5,,ATKINSON,NE,68714,HOLT
283868,01-JAN-12,31-DEC-12,As Submitted,3,JO A WITTER--WITTER FAMILY MEDICINE,358 S 10TH,,DAVID CITY,NE,68632,BUTLER
283869,01-JAN-12,31-DEC-12,Settled,1,RWPC - MITCHELL CLINIC,1456 CENTER AVE,,MITCHELL,NE,69357,SCOTTS BLUFF
283870,01-JUL-12,30-JUN-13,As Submitted,4,PONCA MERCY MEDICAL CLINIC,111 2ND STREET,,PONCA,NE,68770,DIXON
283872,01-JAN-13,31-DEC-13,As Submitted,5,VALENTINE MEDICAL CLINIC,502 N CHERRY,,VALENTINE,NE,69201,CHERRY
283873,01-JUL-12,30-APR-13,Settled,4,GAGE COUNTY MEDICAL CLINIC PC,1101 N 10TH STREET,,BEATRICE,NE,68310,GAGE
283874,01-JAN-13,31-JUL-13,As Submitted,3,DONALD C WELDON,1201 N 10TH STREET,,BEATRICE,NE,68310,GAGE
283875,01-JAN-13,31-DEC-13,As Submitted,6,GOTHEBURG FAMILY PRACTICE RHC  LLC,918 20TH STREET,,GOTHENBURG,NE,69138,DAWSON
283876,01-JAN-13,31-DEC-13,As Submitted,1,GOTHENBURG MEDICAL ARTS RHC,619 10TH STREET,,GOTHENBURG,NE,69138,DAWSON
283877,01-JAN-13,31-AUG-13,As Submitted,4,BEATRICE MEDICAL CENTER PC,805 W COURT ST,,BEATRICE,NE,68310,GAGE
283878,01-JAN-13,31-DEC-13,As Submitted,4,PARK STREET MEDICAL CLINIC P.C.,505 SOUTH PARK STREET,,GENOA,NE,68640,NANCE
291801,01-JUN-12,31-MAY-13,As Submitted,1,NEVADA HEALTH CENTER - BEATTY,250 S. IRVING STREET,,BEATTY,NV,89003,NYE
291809,01-JUL-12,30-JUN-13,As Submitted,1,HAWC  INC.,1450 RIDGEVIEW DR STE. 200,,RENO,NV,89519,WASHOE
291816,01-OCT-10,30-SEP-11,Settled,11,FALLON TRIBAL HEALTH CLINIC,1001 RIO VISTA,,FALLON,NV,89406,CHURCHILL
291836,01-JAN-12,31-DEC-12,Settled,4,PYRAMID LAKE TRIBAL HEALTH CLINIC,705 HIGHWAY 446,,NIXON,NV,89424,WASHOE
301800,01-OCT-12,30-SEP-13,As Submitted,1,LAMPREY HEALTH CARE  INC.,207 SOUTH MAIN STREET,,NEWMARKET,NH,03857,ROCKINGHAM
301802,01-JUL-12,30-JUN-13,As Submitted,1,MANCHESTER COMMUNITY HEALTH CENTER,145 HOLLIS ST  2ND FLOOR,,MANCHESTER,NH,03101,HILLSBOROUGH
301803,01-JUL-12,30-JUN-13,As Submitted,2,COOS COUNTY FAMILY HEALTH SERVICES,133 PLEASANT STREET,,BERLIN,NH,03570,COOS
301804,01-JUL-12,30-JUN-13,As Submitted,1,AMMONOOSUC COMMUNITY HLTH SVCS  INC.,25 MOUNT EUSTIS ROAD,,LITTLETON,NH,03561,GRAFTON
301808,01-OCT-12,30-SEP-13,As Submitted,1,HEALTH FIRST FAMILY CARE CENTER,841 CENTRAL ST,,FRANKLIN,NH,03235-2026,MERRIMACK
301809,01-JUL-12,30-JUN-13,As Submitted,1,GOODWIN COMMUNITY HEALTH CENTER,311 ROUTE 108,,SOMERSWORTH,NH,03878,STRAFFORD
301813,01-JUL-12,30-JUN-13,As Submitted,2,FAMILIES FIRST OF THE GREATER SEACOA,100 CAMPUS DRIVE  SUITE 12,,PORTSMOUTH,NH,03801,ROCKINHAM
301817,01-JUL-12,30-JUN-13,As Submitted,1,MID-STATE HEALTH CENTER,101 BOULDER POINT DRIVE SUITE 1,,PLYMOUTH,NH,03264,GRAFTON
301819,01-JAN-13,31-DEC-13,As Submitted,1,INDIAN STREAM HEALTH CENTER,141 CORLISS LANE,,COLEBROOK,NH,03576,COOS
301821,01-JUL-12,30-JUN-13,As Submitted,1,HARBOR HOMES  INC,45 HIGH ST,,NASHUA,NH,03060-3312,HILLSBOROUGH
303814,01-JAN-13,31-DEC-13,As Submitted,4,SACO RIVER MEDICAL GROUP,7 GREENWOOD AVENUE,,CONWAY,NH,03818,CARROLL
303816,01-JUL-12,30-JUN-13,Settled,1,DARTMOUTH HITCHCOCK   PLYMOUTH,71 HIGHLAND STREET,,PLYMOUTH,NH,03264-1130,GRAFTON
311801,01-APR-12,31-MAR-13,Settled,4,HENRY J. AUSTIN HEALTH CENTER  INC.,321 NORTH WARREN STREET,,TRENTON,NJ,08618,MERCER
311804,01-MAR-13,28-FEB-14,As Submitted,4,SOUTHERN JERSEY FAMILY MED CTRS  INC,860 SOUTH WHITE HORSE PIKE,,HAMMONTON,NJ,08037-2018,ATLANTIC
311806,01-JAN-13,31-DEC-13,As Submitted,1,NEWARK COMMUNITY HEALTH CENTERS INC,741 BROADWAY,,NEWARK,NJ,07104,ESSEX
311807,01-JAN-13,31-DEC-13,As Submitted,1,COMMUNITY HEALTHCARE  INC.,105  MAINHEIM AVE,,BRIDGETON,NJ,08302,CUMBERLAND
311809,01-JUL-12,30-JUN-13,As Submitted,1,NEIGHBORHOOD HEALTH SERVICES CORP.,1700-58 MYRTLE AVENUE,,PLAINFIELD,NJ,07063,UNION
311810,01-JAN-13,31-DEC-13,As Submitted,1,PATERSON COMMUNITY HLTH CENTER  INC,32 CLINTON STREET,,PATERSON,NJ,07522-1775,PASSAIC
311811,01-JUL-12,30-JUN-13,As Submitted,8,ERIC B. CHANDLER HEALTH CENTER,277 GEORGE STREET,,NEW BRUNSWICK,NJ,08901,MIDDLESEX
311812,01-JAN-13,31-DEC-13,As Submitted,1,HORIZON HEALTH CENTER,714 BERGEN AVENUE,,JERSEY CITY,NJ,07306,HUDSON
311816,01-JAN-13,31-DEC-13,As Submitted,1,CAMCARE HEALTH CORPORATION,817 FEDERAL STREET,,CAMDEN,NJ,08103,CAMDEN
311829,01-FEB-12,31-JAN-13,Settled,1,NORTH HUDSON COMMUNITY ACTION CORP,5301 BROADWAY,,WEST NEW YORK,NJ,07093,HUDSON
311833,01-JAN-13,31-DEC-13,As Submitted,4,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,,PERTH AMBOY,NJ,08861,MIDDLESEX
311840,01-JAN-13,31-DEC-13,As Submitted,1,VNACJ COMMUNITY HEALTH CENTER  INC.,1301 MAIN STREET,,ASBURY PARK,NJ,07712,MONMOUTH
311842,01-JAN-13,31-DEC-13,As Submitted,1,OCEAN HEALTH INITIATIVES  INC.,101 SECOND STREET,,LAKEWOOD,NJ,08701,OCEAN
311845,01-APR-13,31-MAR-14,As Submitted,1,MONMOUTH FAMILY HEALTH CENTERS  INC.,270 BROADWAY,,LONG BRANCH,NJ,07740,MONMOUTH
311866,01-JAN-13,31-DEC-13,As Submitted,1,ZUFALL HEALTH CENTER  INC.,18 WEST BLACKWELL STREET,,DOVER,NJ,07801,MORRIS
311869,01-JAN-13,31-DEC-13,As Submitted,1,ATLANTICARE HLTH SVCS  INC.-HOMELESS,2009 BACHARACH BLVD.,,ATLANTIC CITY,NJ,08401-3003,ATLANTIC
311878,01-JAN-13,31-DEC-13,As Submitted,1,METROPOLITAN FAMILY HEALTH NETWORK,935 GARFIELD AVENUE,,JERSEY CITY,NJ,07304,HUDSON
311881,01-JAN-13,31-DEC-13,As Submitted,2,LAKEWOOD RESOURCE & REFERRAL CENTER,1771 MADISON AVE,,LAKEWOOD,NJ,08701,OCEAN
311890,01-JAN-13,31-DEC-13,As Submitted,1,PROJECT H.O.P.E.  INC.,439 CLINTON AVE,,CAMDEN,NJ,08103,CAMDEN
311892,05-OCT-10,31-DEC-10,Settled,1,NEWARK DHHS-HOMELESS HC PROGRAM,96 WILLAM STREET  ROOM 201,,NEWARK,NJ,071021304,ESSEX
321801,01-JAN-13,31-DEC-13,As Submitted,,LA CLINICA/TIERRA AMARILLA,HIGHWAY 84,,TIERRA AMARILLA,NM,87575-0250,RIO ARRIBA
321802,01-JAN-13,31-DEC-13,As Submitted,1,LA CASA DE BUENA SALUD,1515 WEST FIR STREET,,PORTALES,NM,88130,ROOSEVELT
321803,01-JAN-13,31-DEC-13,As Submitted,9,MORA VALLEY COMMUNITY HEALTH,STATE HIGHWAY 518 MILE MARKER,,MORA,NM,87732,MORA
321804,01-JUL-12,30-JUN-13,As Submitted,2,LA FAMILIA MEDICAL CENTER,1035 ALTO STREET,,SANTA FE,NM,87502,SANTA FE
321805,01-APR-13,31-MAR-14,As Submitted,4,BEN ARCHER HEALTH CENTER,255 HIGHWAY 187,,HATCH,NM,87937,DONA ANA
321809,01-JUN-11,31-MAY-12,Settled,1,LA CLINICA DE FAMILIA,385 CALLE DE ALEGRA,,LAS CRUCES,NM,88005,DONA ANA
321813,01-JAN-13,31-DEC-13,As Submitted,1,FIRST CHOICE COMMUNITY HEALTHCARE,2001 N CENTRO FAMILIAR SW,,ALBUQUERQUE,NM,87105,BERNALILLO
321819,01-JAN-13,31-DEC-13,As Submitted,1,PRESBYTERIAN MEDICAL SERVICES INC.,2573 STATE HIGHWAY 522,,QUESTA,NM,87556,TAOS
321828,01-JUN-12,31-MAY-13,As Submitted,,EL CENTRO FAMILY HEALTH,STATE ROAD 3,,RIBERA,NM,87530,SAN MIGUEL
321840,01-JUL-12,30-JUN-13,As Submitted,1,LAS CLINICAS DEL NORTE,BLDG 28 ON HWY 571,,EL RITO,NM,87530,RIO ARRIBA
321841,01-JUL-12,30-JUN-13,As Submitted,,PECOS VALLEY MEDICAL CENTER,HIGHWAY 50 P.O. BOX 710,,PECOS,NM,87552,SAN MIGUEL
321842,01-JUL-12,30-JUN-13,As Submitted,1,EL PUEBLO HEALTH SERVICES,121 CALLE DEL PRESIDENTE,,BERNALILLO,NM,87004,SANDOVAL
321845,01-JAN-12,31-DEC-12,As Submitted,1,PINEHILL CLINIC,PO,,PINEHILL,NM,87357,MCKINLEY
321860,01-JUL-11,30-JUN-12,Settled,1,ALAMO NAVAJO SCHOOL BOARD INC,NM HWY 169 MILE MARKER 29,,MAGDALENA,NM,87825,SOCORRO
321863,01-JUL-12,30-JUN-13,As Submitted,1,DEBACA FAMILY PRACTICE CLINIC,500 NORTH 10TH STREET,,FORT SUMNER,NM,88119,DEBACA
321867,01-JUL-12,30-JUN-13,As Submitted,1,HIDALGO MEDICAL SERVICES,530 DEMOSS STREET,,LORDSBURG,NM,88045,HIDALGO
321870,01-JUN-12,31-MAY-13,As Submitted,1,LA CLINICA DE FAMILIA  NM,385 CALLE DE ALEGRA,,LAS CRUCES,NM,88005,DONA ANA
321884,01-OCT-11,30-SEP-12,Settled,2,FIRST NATIONS COMM HEALTHSOURCE  INC,5608 ZUNI RD,,ALBUQUERQUE,NM,87108,BERNALILLO
321910,01-OCT-12,30-SEP-13,As Submitted,2,PUEBLO OF JEMEZ HEALTH CLINIC,110 SHEEP SPRING WAY,,JEMEZ PUEBLO,NM,87024,SANDOVOL
321921,28-JUN-12,31-MAY-13,As Submitted,,EL CENTRO FAMILY HEALTH,1331 GUSDORF ROAD,,TAOS,NM,87571,TAOS
323831,01-JAN-13,31-DEC-13,As Submitted,6,CARRIZOZO HEALTH CLINIC,710 AVENUE E,,CARRIZOZO,NM,88301,LINCOLN
323855,01-JAN-13,31-DEC-13,As Submitted,6,CORONA HEALTH CLINIC,471 MAIN STREET,,CORONA,NM,88318,LINCOLN
323856,01-JUL-09,30-JUN-10,Settled,11,EUNICE HEALTH CLINIC,1109 MAIN STREET,,EUNICE,NM,88231,LEA
331001,01-JAN-13,31-DEC-13,As Submitted,1,SOUTHERN TIER COMMUNITY HEALTH CTR,135 NORTH UNION STREET,,OLEAN,NY,14760,CATTARAUGUS
331005,01-JAN-13,31-DEC-13,As Submitted,1,CARE FOR THE HOMELESS,30 EAST 33RD STREET,,NEW YORK,NY,10016,NEW YORK
331007,01-JAN-13,31-DEC-13,As Submitted,,EAST HILL FAMILY MEDICAL INC,144 GENESEE ST,,AUBURN,NY,13021,CAYUGA
331010,01-JAN-11,31-DEC-11,Settled,1,UNION COMMUNITY HEALTH CENTER  INC.,4487 THIRD AVENUE,,BRONX,NY,10458,BRONX
331017,01-JAN-13,31-DEC-13,As Submitted,1,HELP/PSI HEALTH CENTER,105-04 SUTPHIN BLVD.,,JAMAICA,NY,11435,QUEENS
331029,01-JAN-13,31-DEC-13,As Submitted,1,ROCHESTER PRIMARY CARE NETWORK  INC,2 RUBIN DRIVE,,RUSHVILLE,NY,14544,YATES
331034,01-JAN-13,31-DEC-13,As Submitted,1,LONG ISLAND FQHC  INC. ROOSEVELT,380 NASSAU ROAD,,ROOSEVELT,NY,11575,NASSAU
