PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hclinic_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
343966,01-JAN-12,31-DEC-12,Settled,2,BLADEN MEDICAL ASSOCIATES OF ELIZABE,300 A EAST MCKAY STREET,,ELIZABETHTOWN,NC,28337,BLADEN
343970,01-JAN-17,31-DEC-17,As Submitted,2,CLECO PRIMARY CARE NETWORK,808 SCHENCK STREET,,SHELBY,NC,28150,CLEVELAND
343972,01-JAN-15,31-JUL-15,Settled,1,SWANSBORO MEDICAL CENTER,718 WEST CORBETT AVE,,SWANSBORO,NC,28584,ONSLOW
343973,01-JAN-13,13-MAY-13,Settled,4,BEACHCARE MED CARE CTR OF HAVELCOK,1224 EAST MAIN ST,,HAVELOCK,NC,28532,CRAVEN
343974,01-OCT-11,30-SEP-12,Settled,4,HALIFAX MEDICAL SERVICES,114 MARKET STREET,,ENFIELD,NC,27823,HALIFAX
348906,01-JUL-11,30-APR-12,As Submitted,4,ROBESON HEALTH CARE CORPORATION,15 HILL PLAZA SUITE A,,WHITEVILLE,NC,28742,COLUMBUS
348909,01-JAN-15,31-DEC-15,As Submitted,4,WEST COLUMBUS FAMILY PRACTICE,110 N BROWN ST  PO BOX 325,,CHADBOURN,NC,28431,COLUMBUS
348918,01-JAN-13,28-FEB-13,Settled,4,BETHLEHEM FAMILY PRACTICE,174 BOLICK LANE  SUITE 202,,TAYLORSVILLE,NC,28603,ALEXANDER
348931,01-OCT-14,31-DEC-14,Settled,1,STANLY MEDICAL SERVICES,320 YADKIN STREET,,ALBEMARLE,NC,28001,CONSOLIDATED REPORT
348932,01-OCT-16,30-SEP-17,As Submitted,,FAMILY CARE CENTER  PA,1668 NC HWY 16 SOUTH,,TAYLORSVILLE,NC,28681,ALEXANDER
348933,01-OCT-12,19-DEC-12,Settled,1,WILDWOOD MEDICAL CENTER,PO BOX 392,,HENRICO,NC,27842,HALIFAX
348937,01-JAN-11,28-MAY-11,Settled,1,CAROLINAS PHYSICIAN NETWORK,8560 COOK STREET,,MT PLEASANT,NC,28124,CABARRUS
348938,01-AUG-15,31-JUL-16,Settled,4,RIVERQUEST MEDICAL CARE  PA,258 LOWE ROAD,,LUMBERTON,NC,28360,LUMBERTON
348939,01-JAN-17,31-DEC-17,As Submitted,,EASTERN CAROLINA GERIATRIC ASSOC/FP,105 COMMERCE STREET,,POWELLSVILLE,NC,27967,BERTIE
348941,01-OCT-16,30-SEP-17,As Submitted,1,ROANOKE VALLEY HEALTH SERVICES  INC.,1385 MEDICAL CENTER DRIVE,,ROANOKE RAPIDS,NC,27870,HALIFAX
348944,01-JAN-17,31-DEC-17,As Submitted,5,HIGHLAND MEDICAL ASSOCIATES  P.A.,165 COOLRIDGE STREET,,HENDERSONVILLE,NC,28792,HENDERSON
348945,01-JAN-11,30-SEP-11,Settled,4,SE RED SPRINGS FAMILY MEDICINE,229 S MAIN STREET,,RED SPRINGS,NC,28377,ROBESON
348949,01-OCT-12,30-JUN-13,Settled,1,NORWOOD MEDICAL SERVICES,269 SOUTH MAIN STREET,,NORWOOD,NC,28128,STANLY
348951,01-JAN-17,31-DEC-17,As Submitted,4,MID-CAROLINA FAMILY MEDICINE,1038 ALBEMARLE RD,,TROY,NC,27371,MONTGOMERY
348957,01-OCT-16,30-SEP-17,As Submitted,4,FAIRMONT MEDICAL CLINIC,101 N WALNUT ST,,FAIRMONT,NC,28340,ROBESON
351800,01-JUL-14,30-JUN-15,Settled,1,FAMILY HEALTHCARE CENTER,301 NP AVE,,FARGO,ND,58102,CASS
351804,01-NOV-13,31-OCT-14,Settled,2,NORTHLAND HEALTH PARTNERS CHC,416 KUNDERT ST,,TURTLE LAKE,ND,58575,MCLEAN
351808,01-JUN-14,31-MAY-15,Settled,1,VALLEY COMMUNITY HEALTH CENTERS,301 HIGHWAY 15,,NORTHWOOD,ND,58267,GRAND FORKS
351810,01-MAY-14,30-APR-15,Settled,1,COAL COUNTRY COMMMUNITY HEALTH CENTE,1312 HIGHWAY 49 NW,,BEULAH,ND,58523,MERCER
351817,30-JUL-14,31-MAY-15,Settled,1,VALLEY COMMUNITY HEALTH CENTERS,212 SOUTH 4TH STREET SUITE 101 & 301,,GRAND FORKS,ND,58201,GRAND FORKS
353803,01-JAN-10,31-JUL-10,Settled,1,JOHNSON CLINIC  PC,215 MAIN STREET SE,,DUNSEITH,ND,58308,ROLETTE
353822,01-JUL-16,30-JUN-17,As Submitted,1,SANFORD HEALTH ENDERLIN CLINIC,201 4TH AVENUE,,ENDERLIN,ND,58027,RANSON
353837,01-JUL-16,30-JUN-17,As Submitted,2,AVERA CLINIC OF ELLENDALE,240 MAIN STREET,,ELLENDALE,ND,58436,DICKEY
353848,01-JUL-16,30-JUN-17,As Submitted,4,SANFORD HEALTH ELLENDALE CLINIC,141 MAIN STREET,,ELLENDALE,ND,58436,DICKEY
353849,01-JUL-12,01-NOV-12,Settled,4,SANFORD HEALTH OAKES CLINICS,420 SOUTH 7TH STREET,,OAKES,ND,58474,DICKEY
353851,01-OCT-16,30-SEP-17,As Submitted,5,ST ANDREWS BOTTINEAU CLINIC LLC,314 OHMER STREET,,BOTTINEAU,ND,58318,BOTTINEAU
353852,01-JAN-17,31-DEC-17,As Submitted,4,FAMILY MEDICAL CLINIC,10 9TH AVE EAST,,LISBON,ND,58054,RANSOM
353854,01-JAN-15,31-DEC-15,Settled,4,KIDDER COUNTY PRIMARY HEALTH CORP,110 WEST BROADWAY,,STEELE,ND,58482-0054,KIDDER
353899,01-JUL-16,30-JUN-17,Settled,4,RICHARDTON HEALTH CENTER INC,212 3RD AVENUE W,,RICHARDTON,ND,58652,STARK
361003,12-OCT-12,31-DEC-12,Settled,5,NEIGHBORHOOD HEALTH CARE INC,10400 NEW HAVEN ROAD,,HARRISON,OH,45030,HAMILTON
361004,22-OCT-12,31-DEC-12,Settled,5,FIVE RIVERS MED SURG HEALTH CENTER,725 SOUTH LUDLOW STREET,,DAYTON,OH,45402,MONTGOMERY
361005,31-OCT-12,31-DEC-12,Settled,5,FIVE RIVERS HEALTH CENTER,1 WYOMING STREET  BERRY BLDG,,DAYTON,OH,45409,MONTGOMERY
361006,23-OCT-12,31-DEC-12,Settled,5,FIVE RIVERS HEALTH CENTER,1 APPLE STREET,,DAYTON,OH,45409,MONTGOMERY
361007,01-JAN-14,31-DEC-14,Settled,1,FIVE RIVERS HEALTH CENTERS,3535 SALEM AVE.,,DAYTON,OH,45406,MONTGOMERY
361009,16-OCT-12,31-DEC-12,Settled,5,NEIGHBORHOOD HEALTHCARE  INC,2415 AUBURN AVE,,CINCINNATI,OH,45219,HAMILTON
361013,04-OCT-12,31-DEC-12,Settled,5,BARBERTON CLINIC,390 ROBINSON AVE SUITE E,,BARBERTON,OH,44203,SUMMIT
361014,01-JAN-14,31-DEC-14,Settled,2,CINCINNATI HEALTH NETWORK INC,2825 BURNET AVENUE SUITE 232,,CINCINNATI,OH,45219,HAMILTON
361018,01-JUL-14,30-JUN-15,Settled,1,THE FREE MED CLINIC OF GREATER CLEV,12201 EUCLID AVENUE,,CLEVELAND,OH,44106,CUYAHOGA
361025,11-JUL-13,31-MAY-14,Settled,5,COLUMBUS NEIGHBORHOOD HEALTH CTR INC,PO BOX 16370,,COLUMBUS,OH,43216,FRANKLIN
361027,11-JUL-13,31-MAY-14,Settled,5,COLUMBUS NEIGHBORHOOD HC  INC,PO BOX 16370,,COLUMBUS,OH,43216,FRANKLIN
361029,01-JAN-14,31-DEC-14,Settled,2,CHRISTIAN COMMUNITY HEALTH,2859 BOUDINOT AVE,,CINCINNATI,OH,45238,HAMILTON
361030,20-AUG-13,31-DEC-13,Settled,1,THIRD STREET COMMUNITY CLINIC,2131 PARK AVENUE,,ONTARIO,OH,44906,RICHLAND
361031,01-JUN-14,31-MAY-15,Settled,1,COLUMBUS NEIGHBORHOOD HEALTH CENTER,1905 PARSONS AVENUE,,COLUMBUS,OH,43207,FRANKLIN
361033,06-DEC-13,31-DEC-14,Settled,4,QUAKER CITY FAMILY HEALTH CENTER,119 WEST MAIN STREET,,QUAKER CITY,OH,43773-9422,GUERNSEY
361034,01-JAN-14,31-DEC-14,Settled,1,RICHARD D. WATKINS FAMILY HLTH NETW,408 NINTH STREET SW,,CANTON,OH,44707,STARK
361037,07-FEB-14,31-OCT-14,Settled,1,COMMUNITY HEALTH AND WELLNESS PARTNE,4879 US RTE 68S,,WEST LIBERTY,OH,43357,LOGAN
361038,10-DEC-13,31-DEC-14,Settled,,HEALTHSOURCE LEBANON,1231 COLUMBUS AVENUE,,LEBANON,OH,45036,WARREN
361040,24-FEB-14,31-DEC-14,Settled,6,CENTERPOINT HEALTH,333 CONOVER DR SUITE B,,FRANKLIN,OH,45005,WARREN
361041,01-JUN-14,31-MAY-15,Settled,1,HOPEWELL HEALTH CENTERS  INC.,25716 WILSON STREET,,COOLVILLE,OH,45723,ATHENS
361044,27-MAR-14,31-MAY-14,Settled,5,CNHC CIRCLEVILLE,600 N. PICKAWAY ST.,,CIRCLEVILLE,OH,43113-1447,PICKAWAY
361051,01-JUL-15,30-JUN-16,Settled,4,ASIA INTERNATIONAL COMMUNITY HEALTH,730 CARROLL STREET,,AKRON,OH,44304,SUMMIT
361052,01-JAN-14,31-DEC-14,Settled,5,WOOD CTY COMM HLTH AND WELLNESS,1840 E GYPSY LANE RD,,BOWLING GREEN,OH,43402,WOOD
361053,01-JAN-14,31-DEC-14,Settled,1,FIVE RIVERS HEALTH CENTERS,30 APPLE STREET,,DAYTON,OH,45409,MONTGOMERY
361064,18-NOV-14,31-MAY-15,Settled,1,CNHC DUBLIN,299 RAMER CREEK COURT,,DUBLIN,OH,43017,FRANKLIN
361066,01-JUL-14,30-JUN-15,Settled,5,CINCINNATI HLTH DEPT RIVERVIEW,3555 KELLOGG AVE,,CINCINNATI,OH,45226,HAMILTON
361067,01-JUL-14,30-JUN-15,Settled,10,MT. AIRY SCHOOL BASED HEALTH CARE,5730 COLERAIN AVENUE,,CINCINNATI,OH,45226,HAMILTON
361068,01-JUL-14,30-JUN-15,Settled,2,CINCINNATI HEALTH DEPARTMENT,5051 ANDERSON PL,,CINCINNATI,OH,45227,HAMILTON
361140,11-OCT-17,31-DEC-17,Settled,1,HEALTHSOURCE-BATAVIA OB/GYN,2055 HOSPITAL DR  SUITE 220,,BATAVIA,OH,45103,CLERMONT
361801,01-JAN-14,31-DEC-14,Settled,1,NE OHIO NEIGHBORHOOD HEALTH SERVICE,8300 HOUGH AVE,,CLEVELAND,OH,44103,CUYAHOGA
361803,01-JUL-14,30-JUN-15,Settled,10,ELM STREET HEALTH CENTER,1525 ELM ST.,,CINCINNATI,OH,45210,HAMILTON
361804,01-JAN-11,31-DEC-11,Settled,4,MOUNT AUBURN HEALTH CENTER,2415 AUBURN AVENUE,,CINCINNATI,OH,45219,HAMILTON
361805,01-JAN-14,31-DEC-14,Settled,4,THE HEALTHCARE CONNECTION  INC.,1401 STEFFEN AVE,,CINCINNATI,OH,45215,HAMILTON
361806,01-JAN-10,31-DEC-10,As Submitted,1,WEST END HEALTH CENTER,1413 LINN STREET,,CINCINNATI,OH,45214,HAMILTON
361808,01-JAN-13,31-DEC-13,Settled,1,HEALTHSOURCE OF OHIO,1075 NORTH WASHINGTON STREET,,GREENFIELD,OH,45123,HIGHLAND
361810,01-JAN-14,31-DEC-14,Settled,1,NEW RICHMOND FAMILY HEALTH PRACTICE,1050 OLD US ROUTE 52,,NEW RICHMOND,OH,45157,CLERMONT
361816,01-JUL-14,30-JUN-15,Settled,10,PRICE HILL HEALTH CENTER,2136 W. 8TH ST.,,CINCINNATI,OH,45204,HAMILTON
361823,01-DEC-13,30-NOV-14,Settled,2,NEIGHBORHOOD HEALTH ASSOCIATION,430 NEBRASKA AVENUE,,TOLEDO,OH,43604,LUCAS
361824,01-JAN-14,31-DEC-14,Settled,1,FAMILY HEALTHCARE INC.,31891 STATE ROUTE 93 NORTH,,MCARTHUR,OH,45651,VINTON
361828,01-SEP-14,31-AUG-15,Settled,1,FREEPORT FAMILY HEALTH CENTER,110 WEST MAIN STREET,,FREEPORT,OH,43973,HARRISON
361831,01-APR-14,31-MAR-15,Settled,4,COMMUNITY HEALTH SERVICES,410 BIRCHARD AVENUE,,FREMONT,OH,43420,SANDUSKY
361839,01-JAN-14,31-DEC-14,Settled,1,FAMILY HEALTH CENTER,227 VALLEY VIEW DR,,WAVERLY,OH,45690,PIKE
361840,01-APR-14,31-MAR-15,Settled,1,FAMILY HEALTH SERVICES OF DARKE CO,5735 MEEKER ROAD,,GREENVILLE,OH,45331,DARKE
361845,01-JAN-14,31-DEC-14,Settled,2,WINTON HILLS MEDICAL & HLTH CTR  INC,5275 WINNESTE AVENUE,,CINCINNATI,OH,45232-1130,HAMILTON
361848,01-JAN-14,31-DEC-14,Settled,2,YOUNGSTOWN COMMUNITY HEALTH CENTER,726 WICK AVE,,YOUNGSTOWN,OH,44505,MAHONING
361849,01-JAN-14,31-DEC-14,Settled,2,IRONTON FAMILY MEDICAL CENTER,304 NORTH 2ND STREET,,IRONTON,OH,45638,LAWRENCE
361854,01-JAN-14,31-DEC-14,Settled,1,COMM. ACTION AGCY OF COLUMBIANA CTY,7880 LINCOLE PLACE,,LISBON,OH,44432,COLUMBIANA
361860,01-JAN-14,31-DEC-14,Settled,2,AXESSPOINTE COMMUNITY HEALTH CENTER,1400 SOUTH ARLINGTON STREET     P.O.,,AKRON,OH,44306,SUMMIT
361861,01-JUL-14,30-JUN-15,Settled,1,NEIGHBORHOOD HEALTH CARE  INC.,3569 RIDGE RD,,CLEVELAND,OH,44102,CUYAHOGA
361863,01-NOV-13,31-OCT-14,Settled,1,CARE ALLIANCE AT RIVERVIEW TOWERS,1795 WEST 25TH STREET,,CLEVELAND,OH,44113,CUYAHOGA
361868,01-JAN-14,31-DEC-14,Settled,1,EAST CENTRAL HEALTH CENTER,1180 E. MAIN STREET,,COLUMBUS,OH,43205,FRANKLIN
361877,01-JAN-14,31-DEC-14,Settled,1,THIRD STREET COMMUNITY CLINIC,600 W THIRD STREET,,MANSFIELD,OH,44906,RICHLAND
361880,01-JAN-14,31-DEC-14,Settled,1,CHRISTIAN COMMUNITY HEALTH SERVICES,5 E. LIBERTY ST,,CINCINNATI,OH,45202,HAMILTON
361884,01-JAN-14,31-DEC-14,Settled,1,LORAIN COUNTY HEALTH & DENTISTRY,1205 BROADWAY,,LORAIN,OH,44052,LORAIN
361889,01-NOV-13,31-OCT-14,Settled,1,CAPITAL PARK FAMILY HEALTH CENTER,2365 INNIS ROAD,,COLUMBUS,OH,43224,FRANKLIN
361892,01-DEC-13,30-NOV-14,Settled,,HEALTH PARTNERS OF WESTERN OHIO,441 E. 8TH STREET,,LIMA,OH,45801,ALLEN
361904,01-JUL-14,30-JUN-15,Settled,1,LOWER LIGHTS CHIRSTIAN HEALTH CNTR,1251 WEST BROAD STREET,,COLUMBUS,OH,43222,FRANKLIN
361910,01-JAN-14,31-DEC-14,Settled,1,BUTLER CO COMM HEALTH CONSORTIUM,210 S. SECOND STREET,,HAMILTON,OH,45011,BUTLER
361913,01-JAN-14,31-DEC-14,Settled,1,CANTON COMMUNITY CLINIC,2725 LINCOLN STREET EAST,,CANTON,OH,44707,STARK
361920,01-JAN-14,31-DEC-14,Settled,4,FAIRFIELD COUNTY COMM HEALTH CENTER,1155 E. MAIN STREET,,LANCASTER,OH,43130,FAIRFIELD
361923,01-SEP-14,31-AUG-15,Settled,,MUSKINGUM VALLEY HEALTH CENTERS,859 NORTH MAIN STREET,,MALTA,OH,43758,MORGAN
361924,01-JAN-14,31-DEC-14,Settled,4,FAMILY HEALTHCARE OF NORTHWEST OHIO,1052 S. WASHINGTON STREET,,VAN WERT,OH,45891,VAN WERT
361925,01-JAN-14,31-DEC-14,Settled,1,CENTER STREET COMMUNITY CLINIC  INC,136 W. CENTER ST,,MARION,OH,43302,MARION
361941,01-JAN-14,31-DEC-14,Settled,1,COMMUNITY HEALTH CTRS GREATER DAYTON,1323 W. 3RD STREET,,DAYTON,OH,45402,MONTGOMERY
361947,01-JAN-14,31-DEC-14,Settled,2,ROCKING HORSE CHILDRENS HEALTH CTR,651 S. LIMESTONE ST.,,SPRINGFIELD,OH,45505,CLARK
361954,01-JUL-14,30-JUN-15,Settled,10,BRAXTON CANN MEM. MED. CENTER,5818 MADISON RD.,,CINCINNATI,OH,45227,HAMILTON
361955,01-JUL-14,30-JUN-15,Settled,10,MILLVALE AT HOPPLE HEALTH CENTER,2750 BEEKMAN AVE.,,CINCINNATI,OH,45225,HAMILTON
361956,01-JUL-14,30-JUN-15,Settled,10,NORTHSIDE HEALTH CENTER,3917 SPRING GROVE AVE.,,CINCINNATI,OH,45223,HAMILTON
361957,01-JUL-14,30-JUN-15,Settled,10,AMBROSE CLEMENT HEALTH CENTER,3101 BURNET AVE.,,CINCINNATI,OH,45229,HAMILTON
361958,01-JUL-14,30-JUN-15,Settled,10,CITY OF CINCINNATI,612 ROCKDALE AVE,,CINCINNATI,OH,45229,HAMILTON
361966,01-JAN-14,31-DEC-14,Settled,1,FAMILY HLTH SVCS ERIE COUNTY,1912 HAYES AVENUE,,SANDUSKY,OH,44870,ERIE
361967,01-JAN-14,31-DEC-14,Settled,4,FAIRFIELD COMM HLTH CTR-HUNTER TRACE,216 TRACE DR,,LANCASTER,OH,43130,FAIRFIELD
361969,01-JAN-14,31-DEC-14,Settled,4,FAIRFIELD COMM HEALTH CTR-OVERDORF,135 N EWING ST SUITE 204,,LANCASTER,OH,43130,FAIRFIELD
361972,01-JAN-14,31-DEC-14,Settled,4,ERIE COUNTY GENERAL HEALTH DISTRICT,420 SUPERIOR STREET,,SANDUSKY,OH,44870,ERIE
361979,21-SEP-11,31-DEC-11,Settled,4,COMM ACTION AGCY BEHAVIORAL HEALTH,2020 E. STATE ST. SUITE K,,SALEM,OH,44460,COLUMBIANA
361980,01-JAN-13,01-NOV-13,Settled,1,FAMILY HEALTHCARE INC.,222 MYERS STREET,,NELSONVILLE,OH,45764,ATHENS
361981,01-JAN-12,01-JUN-12,Settled,4,FAIRFIELD COMM HEALTH CENTER-AMANDA,123 E MAIN STREET,,AMANDA,OH,43102-0307,FAIRFIELD
361982,12-DEC-11,30-JUN-12,Settled,5,LOWER LIGHTS CHRISTIAN HEALTH CENTER,1160 WEST BROAD STREET,,COLUMBUS,OH,43222,FRANKLIN
361983,01-JAN-14,31-DEC-14,Settled,2,SOUTHEAST  INC.,315 EAST LONG STREET,,COLUMBUS,OH,43215,FRANKLIN
361986,01-JAN-14,31-DEC-14,Settled,4,FAIRFIELD COMM HEALTH CTR-BALTIMORE,1055 W MARKET ST SUITE H,,BALTIMORE,OH,43105,FAIRFIELD
363800,01-JAN-17,31-DEC-17,As Submitted,9,TUSCARAWAS CTY GEN HLTH DIST.,897 EAST IRON AVENUE,,DOVER,OH,44622,TUSCARAWAS
363803,01-OCT-15,30-SEP-16,Settled,6,CLERMONT COUNTY COMM CENTER,3003 HOSPITAL DRIVE,,BATAVIA,OH,45103-2689,CLERMOMT
363821,01-OCT-13,31-JUL-14,Settled,4,CAO OF SCIOTO COUNTY HEALTH CLINIC,433 3RD STREET,,PORTSMOUTH,OH,45662,SCIOTO
363829,01-JAN-17,31-DEC-17,As Submitted,4,PERRY COUNTY FAMILY PRACTICE,1625 AIRPORT ROAD  S.E.,,NEW LEXINGTON,OH,43764,PERRY
363836,01-JAN-14,31-DEC-14,Settled,4,RICHLAND PEDIATRICS  INC,120 STURGESS AVENUE  SUITE 1,,MANSFIELD,OH,44903,RICHLAND
363838,01-JAN-10,31-AUG-10,Settled,1,PRIMARY HEALTH CARE OF ASHTABULA,5266 STATE ROUTE 45 NORTH,,ROME,OH,44085,ASHTABULA
363840,01-JAN-11,31-DEC-11,Settled,4,BRIAN L. BBACHELDER,642 WEST MARION RD.,,MT. GILEAD,OH,433381056,MORROW
363844,01-JAN-17,31-DEC-17,As Submitted,,GREENFIELD MEDICAL SERVICES,1092 W. JEFFERSON ST.,,GREENFIELD,OH,45123,HIGHLAND
363849,01-JAN-16,01-MAY-16,Settled,1,CROOKSVILLE FAMILY PRACTICE,712 CHINA STREET,,CROOKSVILLE,OH,43731,PERRY
363850,01-JAN-15,23-OCT-15,Settled,1,GENESIS MEDICAL GROUP  LLC,401 LINCOLN PARK DRIVE,,NEW LEXINGTON,OH,43764,PERRY
363851,01-JAN-17,31-DEC-17,Settled,4,AMJAD RASS  INC,61353 SOUTHGATE PARKWAY,,CAMBRIDGE,OH,43725,GUERNSEY
363853,01-OCT-16,30-SEP-17,As Submitted,1,JACKSON MEDICAL SPECIALTIES,14365 STATE ROUTE 93,,JACKSON,OH,45640,JACKSON
363855,01-JAN-17,31-DEC-17,Settled,5,PROSPECT FAMILY RURAL,102 EAST WATER STREET,,PROSPECT,OH,43342,MARION
363857,01-JUL-16,30-JUN-17,Settled,5,SHAWNEE FAMILY HEALTH CENTER,901 WASHINGTON STREET,,PORTSMOUTH,OH,45662,SCIOTO
363858,01-JUL-16,30-JUN-17,Settled,6,SHAWNEE FAMILY,192 CHESTNUT RIDGE RD,,WEST UNION,OH,45693,ADAMS
363859,01-JAN-17,31-DEC-17,As Submitted,4,TRUSTED HEALTH CARE  INC,128 EAST MAIN STREET,,BAINBRIDGE,OH,45612,ROSS
363860,01-JAN-17,31-DEC-17,Settled,,TURJOMAN PEDIATRICS,8930 OHIO RIVER ROAD,,WHEELERSBURG,OH,45694,SCIOTO
363861,01-JUL-16,30-JUN-17,Settled,2,FOURTH STREET MEDICAL,2981 W 4TH STREET,,ONTARIO,OH,44906,RICHLAND
363862,01-JUL-16,30-JUN-17,Settled,2,GAIUS STREET MEDICAL,139 GAIUS STREET,,BUCYRUS,OH,44820,CRAWFORD
363863,01-JAN-17,31-DEC-17,As Submitted,4,FPG COUNSELING & RECOVERY SERVICES,675 BARTSON ROAD,,FREMONT,OH,43420,SANDUSKY
363864,02-MAY-16,31-DEC-16,Settled,4,FPG COUNSELING & RECOVERY SERVICES,292 BENEDICT AVENUE,,NORWALK,OH,44857,HURON
363865,02-MAY-16,31-DEC-16,Settled,4,FPG COUNSELING & RECOVERY SERVICES,1925 HAYES AVENUE,,SANDUSKY,OH,44870,ERIE
363867,01-JAN-17,31-DEC-17,Settled,5,EDGERTON FAMILY HEALTH,208 COLUMBUS ST,,HICKSVILLE,OH,43526,DEFIANCE
363868,01-JAN-17,31-DEC-17,Settled,5,ANTWERP FAMILY,208 COLUMBUS,,HICKSVILLE,OH,43526,PAULDING
363869,06-JUN-17,31-DEC-17,As Submitted,1,URBANA FAMILY MEDICINE & PEDIATRICS,204 PATRICK AVENUE,,URBANA,OH,43078,CHAMPAIGN
363870,06-JUL-17,31-DEC-17,Settled,,VIOLA STARTZMAN CLINIC,1874 CLEVELAND ROAD,,WOOSTER,OH,44691,WAYNE
363871,30-OCT-17,31-DEC-17,Settled,4,ALL ABOUT KIDS PEDIATRICS LLC,292 BROOKS MALOTT RD,,MOUNTY ORAB,OH,45154,BROWN
371801,01-JAN-14,31-DEC-14,Settled,1,COMMUNITY HEALTH CENTERS  INC.,12716 NE 36TH STREET,,OKLAHOMA CITY,OK,73140,OKLAHOMA
371803,01-APR-14,31-MAR-15,Settled,1,MORTON COMPREHENSIVE HEALTH SERVICES,1334 NORTH LANSING AVENUE,,TULSA,OK,74106,TULSA
371804,01-JUL-14,30-JUN-15,Settled,,CENTRAL OK FAMILY MEDICAL CENTER,527 WEST THIRD STREET,,KONAWA,OK,74849,SEMINOLE
371806,01-JUL-14,30-JUN-15,Settled,1,INDIAN HEALTH CARE RESOURCE CENTER,550 SOUTH PEORIA AVE,,TULSA,OK,74120,TULSA
371818,01-JAN-14,31-DEC-14,Settled,1,CENTRAL OK AMER INDIAN HLTH COUNCIL,4913 W. RENO,,OKLAHOMA CITY,OK,73127,OKLAHOMA
371820,01-JUL-14,30-JUN-15,Settled,1,VARIETY CARE  INC.,3000 NORTH GRAND BOULEVARD,,OKLAHOMA CITY,OK,73107,OKLAHOMA
371825,01-OCT-13,30-SEP-14,Settled,11,CITIZEN POTAWATOMI NATION,1901 S GORDON COOPE DR,,SHAWNEE,OK,74801,POTAWATOMI
371826,01-OCT-13,30-SEP-14,Settled,11,KICKAPOO TRIBAL HEALTH CENTER,105365 S HWY 102 BUILDING M,,MCLOUD,OK,74851,LINCOLN
371831,01-JAN-14,31-DEC-14,Settled,1,KIAMICHI FAMILY MEDICAL CENTER  INC.,500 WEST MAIN,,BATTIEST,OK,74722,MCCURTAIN
371833,01-JAN-14,31-DEC-14,Settled,1,NORTHEAST OKLAHOMA COMM HLTH CENTER,124 E MAIN STREET,,HULBERT,OK,74441,CHEROKEE
371836,01-JAN-14,31-DEC-14,Settled,1,FAMILY HLTH CTR OF SOUTHERN OK  INC.,610 EAST 24TH STREET,,TISHOMINGO,OK,73460,JOHNSTON
371837,01-DEC-13,30-NOV-14,Settled,1,STIGLER HEALTH & WELLNESS CTR.  INC.,1505 E MAIN,,STIGLER,OK,74462,HASKELL
371838,01-JUL-14,30-JUN-15,Settled,1,FAIRFAX MEDICAL FACILITIES  INC.,212 NORTH MAIN STREET,,FAIRFAX,OK,74637,ODAGE
371839,01-DEC-13,30-NOV-14,Settled,1,PUSHMATAHA FAMILY MEDCIAL CTR  INC.,109 STANLEY ROAD,,CLAYTON,OK,74536,PUSHMATAHA
371841,01-DEC-13,30-NOV-14,Settled,1,COMMUNITY HEALTH CONNECTION  INC.,9912 EAST 21ST STREET,,TULSA,OK,74129,TULSA
371845,01-JAN-14,31-DEC-14,Settled,1,GREAT SALT PLAINS HEALTH CENTER  INC,405 SOUTH OKLAHOMA AVE.,,CHEROKEE,OK,73728,ALFALFA
371846,01-JUL-14,30-JUN-15,Settled,9,LAWTON COMMUNITY HEALTH CENTER,5404 SW LEE BLVD,,LAWTON,OK,73505,COMANCHE
371849,01-MAY-14,30-APR-15,Settled,1,EAST CENTRAL OKLAHOMA FAMILY HEALTH,109 SOUTH MAIN,,WETUMKA,OK,74883,HUGHES
371850,01-JAN-14,31-DEC-14,Settled,1,SOUTH CENTRAL MEDICAL & RESOURCE CTR,216 SOUTH MAIN STREET,,LINDSAY,OK,73052,GARVIN
371851,01-JAN-14,31-DEC-14,Settled,1,CARING HANDS HEALTH CENTER  INC.,511 LEHIGH,,HARTSHORN,OK,74547,PITTSBURG
371853,01-JAN-14,31-DEC-14,Settled,4,PORTER HEALTH CLINIC,505 S MAIN,,PORTER,OK,74454,WAGONER
371877,01-OCT-13,30-SEP-14,Settled,11,CITIZEN POTAWATOMI NATION WEST CLINI,781 GRAND CASINO BLVD,,SHAWNEE,OK,74804,POTTAWATOMIE
371884,01-JAN-14,31-DEC-14,Settled,1,SHORTGRASS COMMUNITY HEALTH CTR  INC,400 E. SYCAMORE,,HOLLIS,OK,73550,HARMON
371887,28-MAR-13,31-DEC-13,Settled,1,NEOHEALTH MUSKOGEE,1828 SOUTH YORK,,MUSKOGEE,OK,74403,MUSKOGEE
371888,01-JAN-14,31-DEC-14,Settled,1,OKLAHOMA CITY INDIAN CLINIC,5208 W. RENO,,OKLAHOMA CITY,OK,73127,OKLAHOMA
371898,24-SEP-14,31-MAR-15,Settled,7,MORTON BARTLESVILLE HEALTH CENTERS,4140 SE ADAMS RD SUITE 105,,BARTLESVILLE,OK,74006,OSAGE
373819,01-JAN-16,31-DEC-16,As Submitted,5,FAMILY CLINIC OF WELEETKA,315 W. 9TH,,WELEETKA,OK,74880-0337,OKFUSKEE
373823,01-JAN-17,31-DEC-17,As Submitted,3,HELTON RURAL HEALTH CLINIC,108 W OHIO,,COALGATE,OK,74538-0345,COAL
