PROVIDER_NUMBER,FQHC14_Name,Street_Addr,PO_Box,City,State,Zip_Code,County
361150,OHIO STATE UNIVERSITY TOTAL HEALTH,181 TAYLOR AVE.  SUITE 1203,,COLUMBUS,OH,43203,FRANKLIN
361151,AIKEN COLLEGE AND CAREER HIGH SCHOOL,3101 BURNETT AVE,,CINCINNATI,OH,45229,HAMILTON
361152,ETHEL M TAYLOR ACADEMY,3101 BURNET AVE,,CINCINNATI,OH,45229,HAMILTON
361153,ROBERTS PAIDEIA,3101 BURNETT,,CINCINNATI,OH,45229,HAMILTON
361154,HOPEWELL HEALTH CENTERS INC.,2434 RICHMILLER LN SUITE F,,BELPRE,OH,45714,WSSHINGTON
361156,FIVE RIVERS HEALTH CENTERS,2261PHILADELPHIA DR.,,DAYTON,OH,45406,MONTOGOMERY
361157,AIDS RESOURCE CENTER OHIO INC,1222 SOUTH PATTERSON BLVD  STE 230,,DAYTON,OH,45402,MONTGOMERY
361158,AIDS RESOURCE CENTER OHIO INC,750 E. LONG ST  STE 3000,,COLUMBUS,OH,43203,FRANKLIN
361159,HIGHLAND FAMILY HEALTHCARE,1402 N HIGH STREET,,HILLSBORO,OH,45133,HIGHLAND
361162,COMMUNITY SUPPORT SERVICES,150 CROSS ST,,AKRON,OH,44311,SUMMIT
361163,HEALTH AND WELLNESS EAST,4400 EUCLID AVE,,CLEVELAND,OH,44103,CUYAHOGA
361165,HOPEWELL HEALTH CENTERS INC.,500 BURLINGTON RD. STE 240,,JACKSON,OH,45640,JACKSON
361166,HOPEWELL HEALTH CENTERS INC.,3086 SR160,,GALLIPOLIS,OH,45631,GALLIA
361167,CINCINNATI HEALTH DEPARTMENT DEACONE,2146 FURGUSON RD,,CINCINNATI,OH,45238,HAMITLON
361168,CINCINNATI HEALTH DEPARTMENT-WITHTHR,3101 BURNET AVE,,CINCINNATI,OH,45229,HAMILTON
361169,CINCINNATI HEALTH DEPARTMENT-ACADEMY,2030 FAIRFAX AVE,,CINCINNATI,OH,45207,HAMILTON
361170,HELATHSOURCE WEST CLERMONT,1341 CLOUGH PIKE,,BATAVIA,OH,45103,CLERMONT
361171,ZEPF COMMUNITY MENTAL HEALTH CENTER,905 NEBRASKA AVENUE,,TOLEDO,OH,43607,LUCAS
361172,HEALTH AND WELLNESS GORDON SQUARE,5209 DETROIT AVE.,,CLEVELAND,OH,44102,CUYHOGA
361173,HEALTH AND WELLNESS SOUTHWEST,5955 RIDGE DR,,PARMA,OH,44129,CUYAHOGA
361174,CINCINNATI HEALTH NETWORK INC.,1615 REPUBLIC STREET,,CINCINNATI,OH,45202,HAMILTON
361175,CINCINNATI HEALTH NETWORK  INC.,2825 BURNET AVENUE  SUITE 232-234,,CINCINNATI,OH,45219,HAMILTON
361176,CINCINNATI HEALTH NETWORK,2825 BURNET AVE  SUITE 232-234,,CINCINNATI,OH,45219-2426,HAMILTON
361177,ONE STOP FAMILY MEDICAL CENTER,305 N 5TH ST,,IRONTON,OH,45638,LAWRENCE
361178,EAST TOLEDO COMMUNITY HEALTH CENTER,2020 STARR AVE,,TOLEDO,OH,43605,LUCAS
361179,HOPEWELL HEALTH CENTERS INC.,112 EAST MEMORIAL DR,,POMEROY,OH,45769,MEIGS
361180,HEALTH PARTNERS,329 N WEST ST,,LIMA,OH,45801,ALLEN
361181,SIGNATURE HEALTH - LAKEWOOD,14701 DETROIT AVE.,,LAKEWOOD,OH,44107,CUYAHOGA
361182,HEALTH AND WELLNESS WEST,3929 ROCKY RIVER DR,,CLEVELAND,OH,44111,CUYAHOGA
361183,EQUITAS HEALTH  INC.,1033 N. HIGH STREET,,COLUMBUS,OH,43201,FRANKLIN
361184,PRIMARY HEALTH SOLUTIONS,601 N BREIEL BLVD STE B,,MIDDLETOWN,OH,45042,BUTLER
361186,ASIAN SERVICES IN ACTION,370 E MARKET ST,,AKRON,OH,44304,SUMMIT
361187,CHANGE  INCORPORATED,1305 DENNIS WAY,,TORONTO,OH,43964,JEFFERSON
361188,MY COMMUNITY HEALTH CENTER,2600 SEVENTH ST SW,,CANTON,OH,44710,STARK
361189,MEDINA COUNTY,4800 LEDGEWOOD DR,,MEDINA,OH,44256,MEDINA
361190,BELLEFONTAINE COMMUNITY HEALTH CENTE,212 E COLUMBUS AVE  SUITE 1,,BELLEFONTAINE,OH,43311,LOGAN
361191,CAA EAST LIVERPOOL CAMPUS BLDG #2,16494 SAIT CLAIR AVENUE,,EAST LIVERPOOL,OH,43920,COLUMBIANA
361192,ALLIANCE FAMILY HEALTH CENTER,110 W CAMBRIDGE ST,,ALLIANCE,OH,44601,STARK
361193,VALLEY VIEW HEALTH CTR-EMMITT AVE.,715 W. EMMITT AVE,,WAVERLY,OH,45690,PIKE
361194,ALLIANCE FAMILY HEALTH,1401 S. ARCH AVE,,ALLIANCE,OH,44601,STARK
361196,PREMIER CARE PEDIATRICS,2642 STATE ROUTE 5,,CORTLAND,OH,44410-9393,TRUMBULL
361197,COSHOCTON,440 BROWNS LN,,COSHOCTON,OH,43812,COSHOCTON
361198,NEIGHBORHOOD HEALTH CARE  INC.,3569 RIDGE ROAD,,CLEVELAND,OH,44102,CUYAHOGA
361199,SHAWNEE FAMILY HC,192 CHESTNUT RIDGE RD,,WEST UNION,OH,45693,ADAMS
361801,NE OHIO NEIGHBORHOOD HEALTH SERVICES,8300 HOUGH AVE,,CLEVELAND,OH,44103,CUYAHOGA
361803,ELM STREET HEALTH CENTER,1525 ELM ST.,,CINCINNATI,OH,45210,HAMILTON
361805,THE HEALTHCARE CONNECTION  INC,1401 STEFFEN AVENUE,,CINCINNATI,OH,45215,HAMILTON
361810,NEW RICHMOND FAMILY HEALTH PRACTICE,100 RIVER VALLEY BLVD,,NEW RICHMOND,OH,45157,CLERMONT
361816,PRICE HILL HEALTH CENTER,2136 W. 8TH ST.,,CINCINNATI,OH,45204,HAMILTON
361823,NEIGHBORHOOD HEALTH ASSOC OF TOLEDO,430 NEBRASKA AVE,,TOLEDO,OH,43604,LUCAS
361824,HOPEWELL HEALTH CENTERS INC.,31891 STATE ROUTE 93 NORTH,,MCARTHUR,OH,45651,VINTON
361828,FREEPORT FAMILY HEALTH CENTER,110 WEST MAIN STREET,207,FREEPORT,OH,43973,HARRISON
361831,COMMUNITY HEALTH SERVICES,2221 HAYES AVENUE,,FREMONT,OH,43420,SANDUSKY
361839,FAMILY HEALTH CENTER,227 VALLEY VIEW DR,,WAVERLY,OH,45690,PIKE
361840,FAMILY HEALTH SERVICES OF DARKE CO,5735 MEEKER ROAD,,GREENVILLE,OH,45331,DARKE
361845,WINTON HILLS MEDICAL & HEALTH CENTER,5275 WINNESTE AVENUE,,CINCINNATI,OH,45232,HAMILTON
361848,YOUNGSTOWN COMMUNITY HEALTH CENTER,726 WICK AVE,,YOUNGSTOWN,OH,44505,MAHONING
361849,IRONTON FAMILY MEDICAL CENTER,304 NORTH 2ND STREET,,IRONTON,OH,45638,LAWRENCE
361850,SOUTH POINT MEDICAL CENTER,55 TOWNSHIP ROAD,,SOUTH POINT,OH,45680,LAWRENCE
361854,COMM. ACTION AGCY OF COLUMBIANA CTY,7880 LINCOLE PLACE,,LISBON,OH,44432,COLUMBIANA
361860,AXESSPOINTE COMMUNITY HEALTH CENTER,1400 SOUTH ARLINGTON STREET,7695,AKRON,OH,44306,SUMMIT
361861,NEIGHBORHOOD HEALTH CARE  INC.,3569 RIDGE ROAD,,CLEVELAND,OH,44102,CUYAHOGA
361863,CARE ALLIANCE AT RIVERVIEW TOWERS,1795 WEST 25TH STREET,,CLEVELAND,OH,44113,CUYAHOGA
361868,EAST CENTRAL HEALTH CENTER,1180 EAST MAIN STREET,,COLUMBUS,OH,43205,FRANKLIN
361877,THIRD STREET COMMUNITY CLINIC,600 W THIRD STREET,,MANSFIELD,OH,44906,RICHLAND
361880,CHRISTIAN COMMUNITY HEALTH SERVICES,5 EAST LIBERTY STREET,,CINCINNATI,OH,45202,HAMILTON
361884,LORAIN COUNTY HEALTH & DENTISTRY,1205 BROADWAY,,LORAIN,OH,44052,LORAIN
361889,CAPITAL PARK FAMILY HEALTH CENTER,2365 INNIS RD,,COLUMBUS,OH,43224,FRANKLIN
361892,HEALTH PARTNERS OF WESTERN OHIO,441 E 8TH STREET,,LIMA,OH,45804,ALLEN
361904,LOWER LIGHTS CHRISTIAN HEALTH CENTER,1251 WEST BROAD STREET,,COLUMBUS,OH,43222,FRANKLIN
361910,HAMILTON COMMUNITY HC,210 S. SECOND STREET,,HAMILTON,OH,45011,BUTLER
361913,CANTON COMMUNITY CLINIC,2725 LINCOLN STREET EAST,,CANTON,OH,44707,STARK
361920,FAIRFIELD COMMUNITY HEALTH CENTER,1155 E MAIN STREET,,LANCASTER,OH,43130,FAIRFIELD
361923,MALTA,859 NORTH MAIN STREET,,MALTA,OH,43758,MORGAN
361924,FAMILY HEALTHCARE OF NORTHWEST OHIO,1191 WESTWOOD DRIVE,,VAN WERT,OH,45891,VAN WERT
361941,COMM HEALTH CTRS GREATER DAYTON,1323 W THIRD ST,,DAYTON,OH,45402,MONTGOMERY
361947,ROCKING HORSE CHILDRENS HEALTH CTR,615 SOUTH LIMESTONE STREET,,SPRINGFIELD,OH,45505,CLARK
361954,BRAXTON CANN HEALTH CENTER,5818 MADISON RD,,CINCINNATI,OH,45227,HAMILTON
361955,MILLVALE HEALTH CENTER,2750 BEEKMAN AVE.,,CINCINNATI,OH,45225,HAMILTON
361956,NORTHSIDE HEALTH CENTER,3917 SPRING GROVE AVE.,,CINCINNATI,OH,45223,HAMILTON
361957,AMBROSE CLEMENT HEALTH CENTER,3101 BURNET AVE.,,CINCINNATI,OH,45229,HAMILTON
361958,CITY OF CINCINNATI,3101 BURNET AVE,,CINCINNATI,OH,45229,HAMILTON
361962,PRIMARY HEALTH,PO BOX 176,,SHARON,OH,16146,ASHTABULA
361963,GOOD SAMARITAN HOSPITAL & HEALTH CNT,110 NORTH MAIN STREET,SUITE 660,DAYTON,OH,45402,MONTGOMERY
361965,CENTER STREET COMMUNITY CLINIC  INC,136 W. CENTER STREET,,MARION,OH,43302,MARION
361966,FAMILY HLTH SVCS ERIE COUNTY,1912 HAYES AVENUE,,SANDUSKY,OH,44870,ERIE
361967,FAIRFIELD COMM HLTH CTR-HUNTER TRACE,216 TRACE DRIVE,,LANCASTER,OH,43130,FAIRFIELD
361969,FAIRFIELD COMM HEALTH CTR-OVERDORF,1155 E. MAIN STREET,,LANCASTER,OH,43130,FAIRFIELD
361972,ERIE COUNTY OFFICE OF AUDITOR,420 SUPERIOR STREET,,SANDUSKY,OH,44870,ERIE
361983,SOUTHEAST  INC.,16 WEST LONG STREET,,COLUMBUS,OH,43215,FRANKLIN
361986,FAIRFIELD COMM HEALTH CTR-BALTIMORE,1055 W MARKET STREET SUITE H,,BALTIMORE,OH,43105,FAIRFIELD
363855,PROSPECT FAMILY RURAL,102 E WATER STREEET,,PROSPECT,OH,43342,MARION
371801,COMMUNITY HEALTH CENTERS  INC.,12716 NW 36TH STREET,30589,OKLAHOMA CITY,OK,73140,OKLAHOMA
371803,MORTON COMPREHENSIVE HEALTH SERVICES,1334 NORTH LANSING AVE,,TULSA,OK,74106,TULSA
371804,CENTRAL OK FAMILY MEDICAL CENTER,527 WEST THIRD STREET,,KONAWA,OK,74849,SEMINOLE
371806,INDIAN HEALTH CARE RESOURCE CENTER,550 S PEORIA AVE,,TULSA,OK,74120,TULSA
371818,CENTRAL OK AMER INDIAN HLTH COUNCIL,4913 WEST RENO,,OKLAHOMA CITY,OK,73127,OKLAHOMA
371820,VARIETY CARE  INC.,3000 NORTH GRAND BOULEVARD,,OKLAHOMA CITY,OK,73107,OKLAHOMA
371825,CITIZEN POTAWATOMI NATION,2307 GORDON COOPER DRIVE,,SHAWNEE,OK,74801,POTTAWATOMIE
371826,KICKAPOO TRIBAL HEALTH CENTER,105365 S HWY 102 BUILDING M,,MCLOUD,OK,74851,LINCOLN
371831,KIAMICHI FAMILY MEDICAL CENTER  INC.,500 WEST MAIN,180,BATTIEST,OK,74722,MCCURTAIN
371833,NORTHEAST OKLAHOMA COMM HLTH CENTER,127 EAST MAIN,751,HULBERT,OK,74441,CHEROKEE
371836,FAMILY HLTH CTR OF SOUTHERN OK  INC.,610 EAST 24TH STREET,,TISHOMINGO,OK,73460,JOHNSTON
371837,STIGLER HEALTH & WELLNESS CTR  INC.,1505 E MAIN STREET,179,STIGLER,OK,74462,HASKELL
371838,FAIRFAX MEDICAL FACILITIES  INC.,212 NORTH MAIN STREET,,FAIRFAX,OK,74637,OSAGE
371839,PUSHMATAHA FAMILY MEDICAL CTR  INC.,109 STANLEY ROAD,216,CLAYTON,OK,74536,PUSHMATAHA
371841,COMMUNITY HEALTH CONNECTION  INC.,9912 EAST 21ST STREET,,TULSA,OK,74129,TULSA
371845,GREAT SALT PLAINS HEALTH CENTER  INC,405 SOUTH OKLAHOMA AVE.,,CHEROKEE,OK,73728,ALFALFA
371846,LAWTON COMMUNITY HEALTH CENTER,5404 SW LEE BLVD,,LAWTON,OK,73505,COMANCHE
371849,EAST CENTRAL OKLAHOMA FAMILY HEALTH,109 SOUTH MAIN STREET,236,WETUMKA,OK,74883,HUGHES
371850,SOUTH CENTRAL MEDICAL & RESOURCE CTF,216 SOUTH MAIN STREET,,LINDSAY,OK,73052,GARVIN
371851,CARING HANDS HEALTH CENTER  INC.,511 LEHIGH,,HARTSHORN,OK,74547,PITTSBURG
371853,PORTER HEALTH CENTER,505 S MAIN ST,,PORTER,OK,74454,WAGONER
371877,CITIZEN POTAWATOMI NATION WEST CLINI,781 GRAND CASINO BLVD,,SHAWNEE,OK,74804,POTTAWATOMIE
371883,CHCI AT REDROCK,4400 NORTH LINCOLN BLVD.,,OKLAHOMA CITY,OK,73105,OKLAHOMA
371884,SHORTGRASS COMMUNITY HEALTH CTR  INC,400 EAST SYCAMORE,,HOLLIS,OK,73550,HARMON
371885,DOROTHY M SMITH FAMILY MEDCIAL CTR,105 EAST SANTA FE,,CARNEY,OK,74832,LINCOLN
371888,OKLAHOMA CITY INDIAN CLINIC,5208 WEST RENO,,OKLAHOMA CITY,OK,73127-6339,OKLAHOMA
371892,ROUTE 66 HEALTH CLINIC,138 S MAIN STREET,705,AFTON,OK,74331-0705,OTTAWA
371897,CHCI SHAWNEE FAMILY MEDICAL CENTER,130 NORTH BROADWAY  SUITE 300,,SHAWNEE,OK,74801,POTTAWATOMIE
371899,NEOHEALTH GO YE VILLAGE,1201 W 4TH STREET,,TAHLEQUAH,OK,74464-5091,CHEROKEE
371900,VARIETY CARE - THOMAS,100 S 2ND STREET,,THOMAS,OK,73669,CUSTER
371901,VARIETY CARE - NORMAN,1124 PORTER AVENUE,,NORMAN,OK,73071,CLEVELAND
371902,STIGLER HEALTH & WELLNESS CENTER INC,802 HWY 2 N,,WILBURTON,OK,74578,LATIMER
371903,CENTRAL OK FAMILY MEDICAL CENTER,1221 ARLINGTON STREET,,ADA,OK,74820,PONTOTOC
371904,VARIETY CARE AT SHARTEL TOWER,5415 SOUTH SHARTEL,,OKLAHOMA CITY,OK,73109,OKLAHOMA
371905,VARIETY CARE GRANDFIELD,202 WEST 1ST STREET,,GRANDFIELD,OK,73546,TILLMAN
371906,NORMAN FAMILY PRACTICE,317 EAST HIMES,,NORMAN,OK,73069,CLEVELAND
371907,NEOHEALTH SALINA,101 EAST FERRY STREET,,SALINA,OK,74365,MAYES
371908,MARLOW COMMUNITY HEALTH CENTER,1318 SOUTH BROADWAY STREET,,MARLOW,OK,73055,STEPHENS
371909,COMANCHE COUNTY HEALTH CENTER,513 HILLERY ROAD,,COMANCHE,OK,73529,COMANCHE
371910,NORTHEASTERN TRIBAL HEALTH SYSTEM,7600 SOUTH HWY 69A,1498,MIAMI,OK,74354,OTTAWA
371911,EAST CENTRAL OK FAMILY MED CTR,121 N MEKUSUKEY AVE.,,WEWOKA,OK,74884,SEMINOLE
371912,PANHANDLE COUNSELING &HLTH CARE CTR,3247 US HIGHWAY 54,548,GUYMON,OK,73942,TEXAS
371913,JIM TALIAFERRO MENTAL HEALTH CENTER,602 SW 38TH STREET,,LAWTON,OK,73505,COMANCHE
371914,VARIETY CARE NW OKC,2208 W. HEFNER ROAD  SUITE B-1,,OKLAHOMA CITY,OK,73120,OKLAHOMA
371915,PUSHMATAHA FAMILY MEDICAL CTR BOSWEL,415 6TH STREET,,BOSWELL,OK,74727,CHOCTAW
371916,NEOHEALTH PEDIATRICS,1500 E. DOWNING STREET  SUITE 102,,TAHLEQUAH,OK,74464,CHEROKEE
371917,WAH-ZHA-ZHI HEALTH CLINIC,715 GRANDVIEW AVENUE,,PAWHUSKA,OK,74056,OSAGE
371918,MORTON WEST TULSA HEALTH CENTER,6116 WEST 11TH STREET,,TULSA,OK,74127,TULSA
371919,ELGIN COMMUNITY HEALTH CENTER,7936 US HIGHWAY 277,,ELGIN,OK,73538,COMANCHE
371920,NEOHEALTH MEDICAL CENTER,529 N. OAK STREET,,TAHLEQUAH,OK,74464,CHEROKEE
371921,KIAMICHI FAMILY MEDICAL CENTER-HUGO,204 EAST JACKSON STREET,,HUGO,OK,74743,CHOCTAW
371922,VARIETY CARE - PORTLAND,440 NORTH PORTLAND,,OKLAHOMA CITY,OK,73107,OKLAHOMA
371923,CARING HANDS HEALTH CENTER  INC.,3101 ELK ROAD,,MCALESTER,OK,74501,PITTSBURG
371924,TAHLEQUAH FAMILY PRACTICE,1500 E. DOWNING STREET  SUITE 101,,TAHLEQUAH,OK,74464,CHEROKEE
371925,GROVE COMMUNITY HEALTH CENTER,10405 US HWY 59 NORTH,,GROVE,OK,74344,DELAWARE
371926,MORTON COMPREHENSIVE HEALTH,2325 SOUTH HARVARD AVENUE,,TULSA,OK,74114,ULSA
371927,LCHC EASTSIDE,1102 SE 36TH STREET,,LAWTON,OK,73501,COMANCHE
371928,GSP HEALTH CANTON,310 EAST WALNUT STREET,,CANTON,OK,73724,BLAINE
371929,LCHC CENTER FOR HEALTH,3811 W GORE BLVD #6,,LAWTON,OK,73505,COMANCHE
371930,WELCH COMMUNITY HEALTH CENTER,343 S COMMERCIAL STREET,,WELCH,OK,74369,CRAIG
371931,MUSKOGEE WEST HEALTH CENTER SERVICES,201 N 32ND STREET,,MUSKOGEE,OK,74401,MUSKOGEE
371932,LCHC FAMILY CARE CLINIC,3201 W GORE BLVD  SUITE 203,,LAWTON,OK,73505,COMANCHE
371933,LCHC PRIMARY HEALTH CARE CENTER,110 NW 31ST STREET  STE. 201,,LAWTON,OK,73505,COMANCHE
371934,KIAMICHI FAMILY MED CTR - BROKEN BOW,6026 BATTIEST PICKENS ROAD,,BROKEN BOW,OK,74728,MCCURTAIN
371935,TAHLEQUAH PEDIATRICS,124 EAST MAIN STREET,,HULBERT,OK,74441,CHEROKEE
371936,CENTRAL OK FAMILY MED CTR - COLONY,905 COLONY DRIVE BUILDING,,ADA,OK,74820,PONTOTOC
371937,VARIETY CARE - BRITTON,721 WEST BRITTON ROAD,,OKLAHOMA CITY,OK,73114,OKLAHOMA
371938,COWETA HEALTH CENTER,607 S BROADWAY AVE,,COWETA,OK,74429,WAGONER
371939,GOOD SHEPHERD COMMUNITY CLINIC  INC.,20 12TH AVENUE NW,,ARDMORE,OK,73401,CARTER
371940,ALLENSWORTH COMMUNITY HEALTH CENTER,244 S SCRAPER STREET,,VINITA,OK,74301,CRAIG
371941,CARING HANDS HEALTH CENTER  INC.,721 S GEORGE NIGH EXPY  SUITE 1,,MCALESTER,OK,74501,PITTSBURG
371945,COMMUNITY HEALTH CENTER OF MIAMI,106 NW VETERANS BOULEVARD,,MIAMI,OK,74354,OTTAWA
371946,COMMUNITY HEALTH CENTER OF WYANDOTTE,7 S 1ST STREET,,WYANDOTTE,OK,74370,OTTAWA
371947,TAHLEQUAH ENT,1203 E. ROSS BYP,,TAHLEQUAH,OK,74464,CHEROKEE
371949,FAMILY HEALTH CENTER OF SOUTHERN OK,21 N MAIN STREET,,KINGSTON,OK,73439,MARSHALL
381800,VIRGINIA GARCIA MEMORIAL HEALTH CENT,85 NORTH 12 STREET,,CORNELIUS,OR,97113,WASHINGTON
381801,LA CLINICA DEL VALLE,3617 S. PACIFIC HWY,,MEDFORD,OR,97501,JACKSON
381810,NORTHWEST HUMAN SERVICES INC,681 CENTER ST NE,,SALEM,OR,97301,MARION
381811,CENTRAL CITY CONCERN,232 NW 6TH AVE,,PORTLAND,OR,97209,MULTNOMAH
381813,LACLINICA A DEL CARINO/ONE COMM HEAL,849 PACIFIC AVENUE,,HOOD RIVER,OR,97031,HOOD RIVER
381820,BEAVERCREEK HEALTH AND WELLNESS,110 BEAVERCREEK RD  SUITE 100,,OREGON CITY,OR,97015,CLACKAMAS
381823,SISKIYOU COMMUNITY HEALTH CENTER INC,1701 NW HAWTHORNE AVE,,GRANTS PASS,OR,97526,JOSEPHINE
381824,TILLAMOOK COUNTY HEALTH DEPT,801 PACIFIC AVE,,TILLAMOOK,OR,97141,TILLAMOOK
381827,MULTNOMAH COUNTY HEALTH DEPARTMENT,421 SW OAK ST STE 210,,PORTLAND,OR,97204,MULTNOMAH
381845,KLAMATH OPEN DOOR CLINIC,2074 S 6TH STREET,,KLAMATH FALLS,OR,97601,KLAMATH
381846,UMPQUA COMMUNITY HEALTH CENTER,150 NE KENNETH FORD DR,,ROSEBURG,OR,97470,DOUGLAS
381848,MOSAIC MEDICAL PRINEVILLE,375 SW BEAVER ST. STE. 101,,PRINEVILLE,OR,97754,CROOK
381849,KLAMATH TRIBAL HEALTH,3949 S. 6TH ST.,,KLAMATH FALLS,OR,97603,KLAMATH
381852,COASTAL FAMILY HEALTH CENTER,2158 EXCHANGE ST.  SUITE 3,239,ASTORIA,OR,97103,CLATSOP
381856,COMMUNITY HEALTH CENTERS OF LANE CTY,2073 OLYMPIC ST.,,SPRINGFIELD,OR,97477-3413,LANE
381857,ROGUE COMMUNITY HEALTH,19 MYRTLE STREET,,MEDFORD,OR,97504,JACKSON
381877,NATIVE AMERICAN REHABILITATION ASSOC,1776 SW MADISON,,PORTLAND,OR,97205-1569,MULTNOMAH
381881,BENTON COUNTY HEALTH DEPARTMENT,530 NW 27TH ST,,CORVALLIS,OR,97330,BENTON
381884,OHSU FAMILY MEDICINE AT RICHMOND,3930 SE DIVISION,,PORTLAND,OR,97202,MULTNOMAH
381885,COLUMBIA RIVER COMMUNITY HEALTH SERV,450 TATONE ST,397,BOARDMAN,OR,97818,MORROW COUNTY
381888,ASHER CLINIC,712 JAY STREET,,FOSSIL,OR,97830,WHEELER
381892,LINCOLN COUNTY HEALTH & HUMAN SRVC,1010 S COAST HWY,,NEWPORT,OR,97365,LINCOLN
381902,WATERFALL CLINIC INC,1890 WAITE ST,,NORTH BEND,OR,97459,COOS
381908,OUTSIDE IN,1132 SW 13TH AVENUE,,PORTLAND,OR,97205,MULTNOMAH
381913,THE RINEHART CLINIC,230 ROWE STREET,176,WHEELER,OR,97147,CLATSOP
381915,LAPINE COMMUNITY HEALTH CENTER,51600 HUNTINGTON ROAD,3300,LAPINE,OR,97739,DESCHUTES
381919,ADAPT  INC. DBA S. RIVER MEDICAL CEN,671 SW MAIN STREET,12,WINSTON,OR,97496,R
381927,ROGUE COMMUNITY HEALTH - BUTTE FALL,732 LAUREL AVE,,BUTTE FALLS,OR,97522,JACKSON
381932,COMMUNITY HEALTH CENTER,203 N PLATT ST,,EAGLE POINT,OR,97524,JACKSON
381934,NEIGHBORHOOD HELATH CENTER,178 SW 2ND AVENUE,,CANBY,OR,97013,CLACKAMAS
381935,WALLACE MEDICAL CONCERN,124 NE 181 ST AVE STE 103,,PORTLAND,OR,97230,MULTNOMAH
381940,MOSAIC MEDICAL LYNCH,1314 SW KALAMA AVE,,REDMOND,OR,97756,DESCHUTES
381943,BANDON COMMUNITY HEALTH CENTER,1010 1ST ST NE,,BANDON,OR,97411,COOS
381950,WATERFALL SCHOOL BASED HEALTH CENTE,1890 WAITE ST,,NORTH BEND,OR,97459,COOS
381951,CHC - PROSPECT SCHOOL BASED HEALTH C,280 MILL CREEK DRIVE,,PROSPECT,OR,97536-9722,JACKSON
381954,UMPQUA COMMUNITY HEALTH CTR,123 PONDEROSA DR,,SUTHERLIN,OR,97479,DOUGLAS
381958,MOSAIC MEDICAL,1700 SE TEMPEST DR.,,BEND,OR,97702,DESCHUTES
381960,SUNRIVER CLINIC,57067 BEAVER DRIVE,,SUNRIVER,OR,97707,DESCHUTES
381961,CENTRAL CITY CONCERN,232 NW 6TH AVE,,PORTLAND,OR,97209,MULTNOMAH
381963,KLAMATH OPEN DOOR CAMPUS,2684 CAMPUS DR,,KLAMATH FALLS,OR,97601,KLAMATH
381964,WINDING WATERS MEDICAL CENTER,603 MEDICAL PARKWAY,,ENTERPRISE,OR,97828,WALLOWA
381965,CHRISTMAS VALLEY CLINIC,87520 BAY ROAD,,CHRISTMAS VALLEY,OR,97641,LAKE COUNTY
381967,DELTA OAKS CLINIC,1022 GREEN ACRES ROAD,,EUGENE,OR,97408-6501,LANE
381968,BENTON HEALTH SVCS SWEET HOME CLINI,799 LONG STREET,,SWEET HOME,OR,97386,BENTON
381969,BENTON HEALTH SVCS ALSEA CLINIC,435 E ALDER ST,,ALSEA,OR,97324,BENTON
381970,WHITE BIRD CLINIC,341 E 12 TH AVE,,EUGENE,OR,97401,LANE
381971,LANCASTER FAMILY HEALTH CENTER AT LA,225 LANCASTER DR NE,,SALEM,OR,97301,MARION
381972,PACIFIC PEDIATRICS,1475 MT. HOOD AVE,,WOODBURN,OR,97071,MARION
381973,LAPINE COMMUNITY HLTH CTR SOUTH CTN,51340 HWY 97,,LAPINE,OR,97739,DESCHUTES
381974,ROGUE COMMUNITY HEALTH,906 ROYAL CT,,MEDFORD,OR,97504,JACKSON
381975,ROGUE COMMUNITY HEALTH,2830 MAPLE CT,,WHITE CITY,OR,97503,JACKSON
381976,ROGUE CH INTEGRATIVE HEALTH,900 E MAIN ST,,MEDFORD,OR,97504,JACKSON
381977,ROGUE COMMUNITY HEALTH,550 WILSON WAY,,WHITE CITY,OR,97503,JACKSON
381978,HOLISTIC HEALTH AND HEALTHING CENTER,507 S RIVER STREET,,ENTERPRISE,OR,97828,WALLOWA
381979,WATERFALL COMMUNITY HEALTH CENTER,400 FIR ST,,POWERS,OR,97466,COOS
381980,VRIGINIA GARCIA MEMOIRAL HEALTH CENT,333 SE 7TH AVENUE SUITE 3500,,HILLSBORO,OR,97123,WASHIGTON
381981,WINDING WATER AT THE ANNEX,301 W MAIN ST,,ENTERPRISE,OR,97828,WALLOWA
381983,WINDING WATERS JOSEPH,401 N MAIN ST,,JOSEPH,OR,97846,WALLOWA
381984,CENTRAL CITY CONCERN,1415 SE 122ND,,PORTLAND,OR,97233,MULTNOMAH
381985,MOSAIC MEDICAL COURTNEY,2577 COURTNEY DR STE 100,,BEND,OR,97701,DESCHUTES
381986,WATERFALL BEHAVIORAL HEALTH CENTER,1950 WAITE ST,,NORTH BEND,OR,97459,COOS
381987,VALLEY FAMILY HEALTH CARE  INC.,1219 SW 4TH AVE.  SUITE 1,,ONTARIO,OR,97914,MALHEUR
381988,VIRGINIA GARCIA MEMORIAL HEALTH CENT,1100 NE OAKEN HILLS DR,,WILLAMINA,OR,97396,YAMHILL
381989,VIRGINIA GARCIA MEMORIAL HEALTH CENT,10700 SW BEAVERTON  HILLSDALE HWY,,BEAVERTON,OR,97005,WASHIGTON
391009,COMMUNITY HEALTH & DENTAL CARE INC,11 ROBINSON STREET  SUITE 100,,POTTSTOWN,PA,19464,MONTGOMERY
391018,MT. PLEASANT MEDICAL CENTER,8125 STENTON AVENUE,,PHILADELPHIA,PA,19150,PHILADELPHIA
